epoch,loss
0,3.488453442400152
1,3.011531873182817
2,2.714826063676314
3,2.479751391844316
4,2.2589691443876787
5,2.0981196490201084
6,1.9943721348589116
7,1.9154183756221423
8,1.8575776490298184
9,1.8089695301922886
10,1.771869713609869
11,1.7280378450046887
12,1.6999819061972878
13,1.6825716495513916
14,1.6562366973270068
15,1.631203830242157
16,1.5910029465501958
17,1.5582750710574063
18,1.5525577610189265
19,1.5013738003644077
20,1.4830113270066
21,1.46156123009595
22,1.4319912195205688
23,1.4113499522209167
24,1.3834850517186252
25,1.386866883798079
26,1.3475555994293906
27,1.3573945598168806
28,1.3325458819215947
29,1.325356364250183
30,1.3227074579759077
31,1.31257103248076
32,1.2813738530332393
33,1.2915632345459678
34,1.2853631377220154
35,1.274264395236969
36,1.2704781889915466
37,1.2579911947250366
38,1.2539521835067056
39,1.2445334792137146
40,1.2266181869940325
41,1.2284483963792974
42,1.228461969982494
43,1.2115202221003445
44,1.213379437273199
45,1.1920165690508755
46,1.1842886155301875
47,1.1915275183590976
48,1.1796752485361965
49,1.1683435981923884
50,1.1729888265783137
51,1.1683264754035256
52,1.1582106026736172
53,1.1512040333314375
54,1.1458243131637573
55,1.1467206803235142
56,1.1295964934609153
57,1.1369433890689502
58,1.129294297911904
59,1.1235380172729492
60,1.116350455717607
61,1.1176656755534085
62,1.1135170513933355
63,1.117287278175354
64,1.1104423620484092
65,1.1034872911193154
66,1.1090510487556458
67,1.0988316265019504
68,1.0901000608097424
69,1.1022333990443836
70,1.0859595916487954
71,1.0935403813015332
72,1.0860277901996265
73,1.0823827223344282
74,1.0750821124423633
75,1.0981454415754839
76,1.1003571531989358
77,1.078916918147694
78,1.0763687870719216
79,1.0725708224556663
80,1.0738263780420476
81,1.0745492740110918
82,1.0744328498840332
83,1.0640750148079612
84,1.0558503703637556
85,1.0643014636906711
86,1.0544553399085999
87,1.0592109506780452
88,1.050794536417181
89,1.0424872989004308
90,1.0575779730623418
91,1.0464363965121182
92,1.0538435632532293
93,1.0499575896696611
94,1.0419448722492566
95,1.0537545843557878
96,1.041497376832095
97,1.0414965884252028
98,1.0394403284246272
99,1.0414420583031394
100,1.0281259959394282
101,1.0316903536969966
102,1.02380709214644
103,1.026440742340955
104,1.0339171236211604
105,1.040085581215945
106,1.026950787414204
107,1.035804732279344
108,1.036773849617351
109,1.038176709955389
110,1.0214764286171307
111,1.0340117568319493
112,1.025868234309283
113,1.0185175348411908
114,1.0266592800617218
115,1.028388280760158
116,1.0253178450194271
117,1.027055412530899
118,1.0183357027443973
119,1.0154533982276917
120,1.0108053548769518
121,1.018330376256596
122,1.0187115452506326
123,1.0201726122335955
124,1.0140751518986442
125,1.0132534829053013
126,1.014225122603503
127,1.0146588303826072
128,1.0129961263049732
129,1.0073115121234546
130,0.9958882467313246
131,1.0078710182146593
132,0.9988926405256445
133,1.0080903064120899
134,1.0100399309938604
135,1.0100346641107039
136,0.9984850964762948
137,0.9976205229759216
138,1.010196176442233
139,1.0012110092423179
140,1.0037482624704188
141,1.0024146275086836
142,1.0006924217397517
143,0.9985690902579915
144,0.9942981411110271
145,0.9948448430408131
146,0.9955580478364771
147,0.9913644438440149
148,0.9914660616354509
149,0.9866809926249764
150,0.9911279299042441
151,0.9896394962614233
152,0.9906373132358898
153,0.9930311739444733
154,0.990270273251967
155,0.9869767833839763
156,0.9848098456859589
157,0.9894098449837078
158,0.9947895597327839
159,1.0099849944764918
160,0.9895336844704368
161,0.9859920144081116
162,0.9860061271624132
163,0.995942392132499
164,0.9797581542621959
165,0.9833913147449493
166,0.9843508059328253
167,0.9847343293103304
168,0.9895823326977816
169,0.9870744483037428
170,0.9880528991872614
171,1.0019880072637037
172,0.9969276596199382
173,1.0200238796797665
174,1.0079887292601846
175,1.007798278873617
176,0.9997328655286268
177,0.982298341664401
178,0.9768706939437173
179,0.9833884564313021
180,0.9796465310183439
181,0.9735928909345106
182,0.9737147878516804
183,0.9702935056252913
184,0.9761788763783195
185,0.9709968539801511
186,0.9746479121121493
187,0.9729558446190574
188,0.9783745272593065
189,0.9808365946466272
190,0.9710701622746207
191,0.9667046449401162
192,0.9674672484397888
193,0.9703514007004824
194,0.959885142066262
195,0.9658417728814211
196,0.9606012431058016
197,0.9741762415929274
198,0.9644624536687677
199,0.967143489555879
200,0.9921109215779738
201,0.9808116338469766
202,0.9662745567885312
203,0.967163700949062
204,0.9549865045330741
205,0.969234973192215
206,0.9696784750981764
207,0.9553217942064459
208,0.9706920141523535
209,0.9552630131894891
210,0.9598546597090635
211,0.9612938842990182
212,0.9643005376512354
213,0.9580267423933203
214,0.9587224992838773
215,0.9562273648652163
216,0.9657037420706316
217,0.9570346176624298
218,0.9619679369709708
219,0.961376585743644
