epoch,loss
0,3.5984611294486304
1,3.049704226580533
2,2.8818013017827813
3,2.7771735082973135
4,2.6659234111959282
5,2.5998573953455146
6,2.5917483134703203
7,2.522527727213773
8,2.5016641183332964
9,2.474922689524564
10,2.4548943801359697
11,2.4267231984571977
12,2.418327569961548
13,2.4142553481188687
14,2.4061578512191772
15,2.383792660453103
16,2.3873306296088477
17,2.3637698238546196
18,2.3993275382302026
19,2.3846039338545366
20,2.4791444540023804
21,2.413630333813754
22,2.419653144749728
23,2.443842573599382
24,2.411182251843539
25,2.439249873161316
26,2.423282677477056
27,2.344078443267129
28,2.311432621695779
29,2.3063564734025435
30,2.251474217935042
31,2.212200305678628
32,2.173880685459484
33,2.145043058828874
34,2.1786276318810205
35,2.110491606322202
36,2.1484168388626794
37,2.110764676874334
38,2.1030831282789055
39,2.0549063357439907
40,2.0716798468069597
41,2.059443614699624
42,2.0226692015474494
43,2.0713037848472595
44,2.0441559715704485
45,2.013404418121685
46,1.980904996395111
47,1.965861445123499
48,1.9778389822353015
49,1.9948703158985486
50,1.9803515076637268
51,1.9242897087877446
52,1.9198430343107744
53,1.9268371246077798
54,1.9415122053839944
55,1.9292131499810652
56,1.8992150642655112
57,1.9213148301297969
58,1.9306359778751025
59,1.9128108403899453
60,1.9113402529196306
61,1.886478229002519
62,1.9292112751440569
63,1.8974084041335366
64,1.8235465992580762
65,1.8441521796313198
66,1.8387944969263943
67,1.887462388385426
68,1.8453122052279385
69,1.856567014347423
70,1.834058165550232
71,1.8322241577235134
72,1.8404153802178123
73,1.8451055017384617
74,1.8115917227484963
75,1.8223764571276577
76,1.8245267380367627
77,1.7976439107548108
78,1.7968146259134465
79,1.8151530731808057
80,1.8033752278848127
81,1.7737135941332036
82,1.7781603553078391
83,1.7880454496903853
84,1.7818930528380654
85,1.7762110016562722
86,1.7658414298837835
87,1.7682200182567944
88,1.7688286467032
89,1.7869871150363574
90,1.789306716485457
91,1.7874517928470264
92,1.734593618999828
93,1.7616506760770625
94,1.7508474534208125
95,1.7742967984893105
96,1.73338660326871
97,1.7696067094802856
98,1.7348427718335933
99,1.7308066162196072
100,1.7262989228421992
101,1.740559534593062
102,1.7323723110285671
103,1.7369685660709033
104,1.7296226024627686
105,1.712751952084628
106,1.7883254289627075
107,1.7629359581253745
108,1.7286603450775146
109,1.7087352221662349
110,1.7260610894723372
111,1.712915057485754
112,1.6947529911994934
113,1.7211703062057495
114,1.6998545202341946
115,1.707751133225181
116,1.6741562485694885
117,1.6892789710651746
118,1.6971530751748518
119,1.70724219083786
120,1.687458092516119
121,1.7000386931679465
122,1.692964261228388
123,1.657442331314087
124,1.6714936982501636
125,1.6673048572106794
126,1.6904676448215137
127,1.6887233799154109
128,1.674890556118705
129,1.6866550228812478
130,1.6831864768808538
131,1.6727655421603809
132,1.6966717893427068
133,1.6802071766419844
134,1.6790241544896907
135,1.6621411388570613
136,1.6991506869142705
137,1.6779692823236638
138,1.653865098953247
139,1.6706950556148181
140,1.6641646731983533
141,1.671609266237779
142,1.655829749324105
143,1.6559017083861611
144,1.6689804087985645
145,1.637353008443659
146,1.6403257304971868
147,1.685912088914351
148,1.6568234887990085
149,1.6823736429214478
150,1.6948394829576665
151,1.703193567015908
152,1.6585477698932996
153,1.6637079878286882
154,1.6764399084177883
155,1.6642679463733325
156,1.6647848053412004
157,1.6325981508601795
158,1.6516476381908765
159,1.6457765698432922
160,1.6282181197946721
161,1.6183559461073442
162,1.6454095027663491
163,1.6253204562447288
164,1.6261968883601101
165,1.6224364909258755
166,1.622694427316839
167,1.614244737408378
168,1.6378641020167957
169,1.7190748073837974
170,1.6954980438405818
171,1.672466597773812
172,1.623194781216708
173,1.6283981854265386
174,1.6422536806626753
175,1.615407407283783
176,1.5965659672563726
177,1.6141290231184526
178,1.6112566807053306
179,1.6174819361079822
180,1.6142037402499805
181,1.5937059955163435
182,1.610776955431158
183,1.6338183337991887
184,1.605219678445296
185,1.6074435060674495
186,1.5856019908731633
187,1.6031822778961875
188,1.5962458578023044
189,1.6156970966945996
190,1.6188034577803179
191,1.6220626722682605
192,1.6445095918395303
193,1.630280153317885
194,1.6186502250758084
195,1.6157967990094966
196,1.6187560016458684
197,1.6001844731244175
198,1.6071636351672085
199,1.6121719587932934
200,1.6074488379738547
201,1.593407766385512
